waveform	Dev0/Ai0	Dev0/Ai1	Dev0/Ai2	Dev0/Ai3	Dev0/Ai6	Dev0/Ai8	Dev0/Ai9	Dev0/Ai10	Dev0/Ai11	Dev0/Ai13	Dev0/Ai14	[11]	[12]	[13]	[14]
t0	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	22.06.2018  14:46:54,861446	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000	01.01.1904  01:00:00,000000
delta t	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	0,000100	1,000000	1,000000	1,000000	1,000000

time	Dev0/Ai0	Dev0/Ai1	Dev0/Ai2	Dev0/Ai3	Dev0/Ai6	Dev0/Ai8	Dev0/Ai9	Dev0/Ai10	Dev0/Ai11	Dev0/Ai13	Dev0/Ai14	Y[11]	Y[12]	Y[13]	Y[14]
22.06.2018  14:46:54,866446	-1,754788E-2	-3,219654E-2	-1,632563E+0	1,382315E+0	1,754788E-3	-2,304112E-2	-2,822919E-2	-4,121462E-1	5,915923E-1	5,264363E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,866546	-2,944991E-2	-2,578775E-2	-1,619440E+0	1,392386E+0	2,212558E-3	-2,914473E-2	-2,670329E-2	-4,301518E-1	6,004425E-1	5,386435E-2	2,212558E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,866646	-2,883955E-2	-2,304112E-2	-1,618219E+0	1,397269E+0	1,754788E-3	-3,341726E-2	-2,517739E-2	-4,475471E-1	6,047150E-1	5,783169E-2	1,907378E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,866746	-3,036545E-2	-3,036545E-2	-1,588617E+0	1,408560E+0	5,000000E+0	-2,700847E-2	-2,731365E-2	-4,948501E-1	6,059358E-1	5,233844E-2	2,212558E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,866846	-2,639811E-2	-2,670329E-2	-1,543755E+0	1,438163E+0	5,000000E+0	-2,731365E-2	-1,724269E-2	-5,079728E-1	6,123446E-1	5,477989E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,866946	-2,182040E-2	-2,609293E-2	-1,560845E+0	1,423209E+0	5,000000E+0	-2,609293E-2	-2,517739E-2	-5,577173E-1	6,016632E-1	5,600061E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867046	-1,785306E-2	-3,341726E-2	-1,539788E+0	1,431449E+0	2,365148E-3	-2,243076E-2	-3,067063E-2	-5,714504E-1	6,184481E-1	5,264363E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867146	-3,097581E-2	-3,036545E-2	-1,518120E+0	1,449760E+0	1,602197E-3	-3,433280E-2	-2,761883E-2	-5,955596E-1	6,218051E-1	5,233844E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867246	-2,517739E-2	-2,456702E-2	-1,502861E+0	1,438163E+0	5,264363E-3	-2,761883E-2	-2,243076E-2	-6,901656E-1	6,135653E-1	5,661097E-2	2,517739E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867346	-2,395666E-2	-3,250172E-2	-1,486992E+0	1,451896E+0	2,517739E-3	-3,677424E-2	-2,761883E-2	-6,547647E-1	6,263828E-1	5,020218E-2	1,754788E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867446	-2,487221E-2	-2,456702E-2	-1,478752E+0	1,458000E+0	5,000000E+0	-2,914473E-2	-1,815824E-2	-6,776531E-1	6,306553E-1	5,752651E-2	3,433280E-3	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867546	-2,182040E-2	-2,700847E-2	-1,447623E+0	1,465019E+0	5,000000E+0	-2,121004E-2	-2,243076E-2	-7,194629E-1	6,269932E-1	5,661097E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
22.06.2018  14:46:54,867646	-2,609293E-2	-2,792401E-2	-1,429313E+0	1,467765E+0	5,000000E+0	-1,937896E-2	-3,494316E-2	-7,258717E-1	6,364538E-1	5,050736E-2	5,000000E+0	2,000000E+0	0,000000E+0	0,000000E+0	2,479167E+2
